name-year,pos,name,weight,height,Age,G,GS,MP,FG%,3P,3P%,3PA,FT,FT%,FTA,ORB,TRB,AST,STL,BLK,TOV,PTS,USG%,TS%,year,Player,Current_Sal,Next_Sal,min_sal_curr,min_sal_next,sal_cap_curr,sal_cap_next,height_ft
Michael_Beasley_2017,F,Michael-Beasley,235,6-9,29.0,74.0,30.0,22.3,0.507,0.5,0.395,1.2,1.7,0.78,2.1,1.3,5.6,1.7,0.5,0.6,1.9,13.2,26.9,0.556,2017,Michael Beasley,2.401535722704934,3.8623035467119533,1313000.0,1339000.0,99093000.0,101869000.0,6.75
Dante_Cunningham_2017,F,Dante-Cunningham,230,6-8,30.0,73.0,25.0,21.4,0.451,0.8,0.345,2.3,0.4,0.596,0.7,1.1,4.1,0.7,0.5,0.4,0.5,5.7,11.6,0.539,2017,Dante Cunningham,2.609187329074708,2.744442548763608,1313000.0,1339000.0,99093000.0,101869000.0,6.666666666666667
David_Nwaba_2017,G,David-Nwaba,219,6-5,25.0,70.0,21.0,23.5,0.478,0.3,0.346,0.7,1.9,0.655,2.9,1.3,4.7,1.5,0.8,0.4,1.1,7.9,15.6,0.542,2017,David Nwaba,1.489064343132209,1.6691783448742994,1313000.0,1339000.0,99093000.0,101869000.0,6.416666666666667
Corey_Brewer_2017,F-G,Corey-Brewer,186,6-9,31.0,72.0,18.0,16.8,0.449,0.4,0.282,1.5,0.9,0.722,1.3,0.6,2.1,0.9,1.1,0.2,0.7,5.3,14.3,0.534,2017,Corey Brewer,9.195246935807775,2.824916401947599,1313000.0,1339000.0,99093000.0,101869000.0,6.75
Mario_Hezonja_2017,F-G,Mario-Hezonja,220,6-8,22.0,75.0,30.0,22.1,0.442,1.2,0.337,3.6,1.1,0.819,1.4,0.5,3.7,1.4,1.1,0.4,1.1,9.6,19.9,0.544,2017,Mario Hezonja,4.626565594744331,7.172849443893628,1313000.0,1339000.0,99093000.0,101869000.0,6.666666666666667
Doug_McDermott_2017,F,Doug-McDermott,225,6-7,26.0,81.0,4.0,21.8,0.467,1.1,0.426,2.7,0.8,0.79,1.0,0.5,2.5,1.0,0.2,0.2,0.7,7.8,15.0,0.579,2017,Doug McDermott,3.737937649642255,8.092446262120959,1313000.0,1339000.0,99093000.0,101869000.0,6.583333333333333
Omri_Casspi_2017,F,Omri-Casspi,225,6-9,29.0,53.0,7.0,14.0,0.58,0.2,0.455,0.4,0.9,0.725,1.3,0.6,3.8,1.0,0.3,0.4,0.7,5.7,16.3,0.632,2017,Omri Casspi,2.3896412317721736,2.4015362047335307,1313000.0,1339000.0,99093000.0,101869000.0,6.75
Raymond_Felton_2017,G,Raymond-Felton,205,6-1,33.0,82.0,2.0,16.6,0.406,1.0,0.352,2.8,0.4,0.818,0.5,0.3,1.9,2.5,0.6,0.2,0.9,6.9,20.4,0.494,2017,Raymond Felton,2.6416909966193374,2.6416909287221824,1313000.0,1339000.0,99093000.0,101869000.0,6.083333333333333
Bryn_Forbes_2017,G,Bryn-Forbes,205,6-2,24.0,80.0,12.0,19.0,0.421,1.1,0.39,2.9,0.6,0.667,0.9,0.2,1.4,1.0,0.4,0.0,0.5,6.9,16.7,0.525,2017,Bryn Forbes,1.489064343132209,3.4484853095642443,1313000.0,1339000.0,99093000.0,101869000.0,6.166666666666667
Gerald_Green_2017,G-F,Gerald-Green,205,6-6,32.0,41.0,2.0,22.7,0.407,2.7,0.369,7.3,1.2,0.85,1.5,0.4,3.2,0.6,0.6,0.4,0.8,12.1,22.4,0.566,2017,Gerald Green,1.5671040017155602,1.6691783448742994,1313000.0,1339000.0,99093000.0,101869000.0,6.5
Shelvin_Mack_2017,G,Shelvin-Mack,203,6-3,27.0,69.0,3.0,19.8,0.43,0.7,0.345,2.0,1.0,0.711,1.4,0.3,2.4,3.9,0.8,0.1,1.3,6.9,17.6,0.518,2017,Shelvin Mack,6.8065756410644545,2.7726936439348577,1313000.0,1339000.0,99093000.0,101869000.0,6.25
Marcus_Smart_2017,G,Marcus-Smart,220,6-3,23.0,54.0,11.0,29.9,0.367,1.4,0.301,4.6,1.8,0.729,2.5,0.8,3.5,4.8,1.3,0.4,2.4,10.2,19.4,0.479,2017,Marcus Smart,5.1480615973479456,12.316020854469956,1313000.0,1339000.0,99093000.0,101869000.0,6.25
Jose_Calderon_2017,G,Jose-Calderon,200,6-3,36.0,57.0,32.0,16.0,0.503,0.8,0.464,1.7,0.4,0.8,0.5,0.2,1.5,2.1,0.5,0.0,0.7,4.5,11.6,0.643,2017,Jose Calderon,2.6416909966193374,2.6416909287221824,1313000.0,1339000.0,99093000.0,101869000.0,6.25
Treveon_Graham_2017,G,Treveon-Graham,219,6-5,24.0,63.0,2.0,16.7,0.434,0.6,0.412,1.5,0.7,0.695,0.9,0.7,1.9,0.9,0.5,0.0,0.4,4.3,11.3,0.553,2017,Treveon Graham,1.489064343132209,1.6691783448742994,1313000.0,1339000.0,99093000.0,101869000.0,6.416666666666667
Lance_Stephenson_2017,G-F,Lance-Stephenson,230,6-6,27.0,82.0,7.0,22.6,0.427,0.8,0.289,2.8,1.0,0.661,1.5,0.8,5.2,2.9,0.6,0.2,1.6,9.2,21.6,0.495,2017,Lance Stephenson,4.741914363274903,4.909539565520423,1313000.0,1339000.0,99093000.0,101869000.0,6.5
Al_Jefferson_2017,C-F,Al-Jefferson,289,6-10,33.0,36.0,1.0,13.4,0.534,0.0,0.0,0.1,0.8,0.833,1.0,0.8,4.0,0.8,0.4,0.6,0.6,7.0,22.5,0.563,2017,Al Jefferson,11.083170939359995,4.4140611962422325,1313000.0,1339000.0,99093000.0,101869000.0,6.833333333333333
Noah_Vonleh_2017,F,Noah-Vonleh,257,6-10,22.0,54.0,16.0,16.2,0.444,0.4,0.303,1.2,0.7,0.621,1.1,1.3,5.8,0.6,0.4,0.3,0.6,4.9,14.5,0.509,2017,Noah Vonleh,4.572904821248726,1.789256258626275,1313000.0,1339000.0,99093000.0,101869000.0,6.833333333333333
Channing_Frye_2017,C-F,Channing-Frye,255,7-0,34.0,53.0,1.0,13.1,0.491,0.7,0.339,2.2,0.3,0.895,0.4,0.2,2.5,0.7,0.3,0.2,0.4,5.0,15.2,0.599,2017,Channing Frye,8.418499808947152,2.6416909287221824,1313000.0,1339000.0,99093000.0,101869000.0,7.0
Tim_Frazier_2017,G,Tim-Frazier,170,6-0,27.0,59.0,11.0,14.2,0.395,0.3,0.304,0.9,0.4,0.767,0.5,0.3,1.9,3.3,0.8,0.1,1.0,3.0,12.8,0.475,2017,Tim Frazier,2.268858547021485,2.021758104015942,1313000.0,1339000.0,99093000.0,101869000.0,6.0
Tony_Parker_2017,G,Tony-Parker,185,6-2,35.0,55.0,21.0,19.5,0.459,0.2,0.27,0.7,1.0,0.705,1.4,0.1,1.7,3.5,0.5,0.0,1.2,7.7,20.5,0.498,2017,Tony Parker,17.530478501649963,5.517576495302791,1313000.0,1339000.0,99093000.0,101869000.0,6.166666666666667
Jamal_Crawford_2017,G,Jamal-Crawford,185,6-5,37.0,80.0,0.0,20.7,0.415,1.3,0.331,3.9,1.3,0.903,1.4,0.3,1.2,2.3,0.5,0.1,1.2,10.3,23.7,0.519,2017,Jamal Crawford,17.32359944161545,5.184439572215297,1313000.0,1339000.0,99093000.0,101869000.0,6.416666666666667
Nerlens_Noel_2017,C-F,Nerlens-Noel,220,6-11,23.0,30.0,6.0,15.7,0.524,0.0,0.0,0.0,0.7,0.75,0.9,1.6,5.6,0.7,1.0,0.7,0.9,4.4,13.8,0.558,2017,Nerlens Noel,4.750534891324311,1.9393497885126976,1313000.0,1339000.0,99093000.0,101869000.0,6.916666666666667
Vince_Carter_2017,G-F,Vince-Carter,220,6-6,41.0,58.0,5.0,17.7,0.403,1.0,0.345,2.8,0.5,0.757,0.6,0.3,2.6,1.2,0.7,0.4,0.6,5.4,14.7,0.523,2017,Vince Carter,9.07543418808594,2.6416909287221824,1313000.0,1339000.0,99093000.0,101869000.0,6.5
Jabari_Parker_2017,F,Jabari-Parker,245,6-8,22.0,31.0,3.0,24.0,0.482,1.0,0.383,2.6,1.3,0.741,1.7,1.4,4.9,1.9,0.8,0.3,1.5,12.6,24.4,0.55,2017,Jabari Parker,7.694144029225071,22.070305981211163,1313000.0,1339000.0,99093000.0,101869000.0,6.666666666666667
Ian_Clark_2017,G,Ian-Clark,175,6-3,26.0,74.0,2.0,19.7,0.448,0.8,0.318,2.6,0.6,0.763,0.8,0.1,1.7,1.5,0.4,0.1,0.8,7.4,17.2,0.529,2017,Ian Clark,1.7892558830593481,1.9393497885126976,1313000.0,1339000.0,99093000.0,101869000.0,6.25
Dwyane_Wade_2017,G,Dwyane-Wade,220,6-4,36.0,67.0,3.0,22.9,0.438,0.5,0.288,1.7,2.0,0.714,2.8,0.7,3.8,3.4,0.9,0.7,2.1,11.4,26.2,0.5,2017,Dwyane Wade,20.282066199711384,2.6416909287221824,1313000.0,1339000.0,99093000.0,101869000.0,6.333333333333333
Michael_Carter-Williams_2017,G,Michael-Carter-Williams,190,6-5,26.0,52.0,2.0,16.1,0.332,0.3,0.237,1.1,1.4,0.82,1.7,0.7,2.7,2.2,0.8,0.4,1.0,4.6,16.6,0.446,2017,Michael Carter-Williams,3.0629590384790046,1.6200509472754223,1313000.0,1339000.0,99093000.0,101869000.0,6.416666666666667
Raul_Neto_2017,G,Raul-Neto,180,6-1,25.0,41.0,0.0,12.1,0.457,0.5,0.404,1.1,0.6,0.743,0.9,0.2,1.2,1.8,0.3,0.1,0.9,4.5,18.3,0.55,2017,Raul Neto,1.669178813316783,2.3173821280271723,1313000.0,1339000.0,99093000.0,101869000.0,6.083333333333333
Dante_Exum_2017,G,Dante-Exum,214,6-5,22.0,14.0,0.0,16.8,0.483,0.4,0.278,1.3,1.8,0.806,2.2,0.3,1.9,3.1,0.6,0.2,1.4,8.1,23.1,0.566,2017,Dante Exum,5.663507688635928,11.697262170041917,1313000.0,1339000.0,99093000.0,101869000.0,6.416666666666667
Tyrone_Wallace_2017,G,Tyrone-Wallace,198,6-5,23.0,30.0,19.0,28.4,0.445,0.3,0.25,1.3,2.0,0.782,2.6,0.7,3.5,2.4,0.9,0.4,1.5,9.7,16.6,0.517,2017,Tyrone Wallace,0.08763466137870486,1.4890647847922334,1313000.0,1339000.0,99093000.0,101869000.0,6.416666666666667
Jahlil_Okafor_2017,C-F,Jahlil-Okafor,270,6-10,22.0,28.0,0.0,12.6,0.558,0.0,0.25,0.1,0.8,0.724,1.0,0.8,3.0,0.4,0.1,0.6,0.8,6.3,21.0,0.584,2017,Jahlil Okafor,5.66661035269898,1.729216198234988,1313000.0,1339000.0,99093000.0,101869000.0,6.833333333333333
Luke_Kornet_2017,F,Luke-Kornet,250,7-2,22.0,20.0,1.0,16.3,0.392,1.4,0.354,4.0,0.4,0.727,0.6,0.6,3.2,1.3,0.3,0.8,0.6,6.7,19.0,0.516,2017,Luke Kornet,0.08763466137870486,1.7868781831567995,1313000.0,1339000.0,99093000.0,101869000.0,7.166666666666667
Derrick_Jones_2017,F,Derrick-Jones,210,6-5,20.0,20.0,8.0,12.3,0.396,0.2,0.167,0.9,0.8,0.667,1.2,1.1,1.9,0.5,0.2,0.7,0.4,3.1,12.8,0.48,2017,Derrick Jones,0.5250989499762849,1.6691783448742994,1313000.0,1339000.0,99093000.0,101869000.0,6.416666666666667
Zach_LaVine_2017,G-F,Zach-LaVine,200,6-5,22.0,24.0,24.0,27.3,0.383,1.8,0.341,5.1,3.6,0.813,4.5,0.4,3.9,3.0,1.0,0.2,1.8,16.7,29.5,0.499,2017,Zach LaVine,3.632688704933749,21.518548331680883,1313000.0,1339000.0,99093000.0,101869000.0,6.416666666666667
Nik_Stauskas_2017,G,Nik-Stauskas,205,6-6,24.0,41.0,0.0,12.8,0.39,1.0,0.4,2.4,0.5,0.724,0.7,0.1,1.6,1.0,0.2,0.1,0.6,4.4,15.9,0.543,2017,Nik Stauskas,4.318937870929329,2.3856742758248335,1313000.0,1339000.0,99093000.0,101869000.0,6.5
Isaiah_Thomas_2017,G,Isaiah-Thomas,185,5-9,28.0,32.0,15.0,26.9,0.373,1.7,0.293,5.9,3.7,0.893,4.1,0.5,2.1,4.8,0.5,0.1,3.0,15.2,28.8,0.508,2017,Isaiah Thomas,7.103108646584522,2.2395434693773373,1313000.0,1339000.0,99093000.0,101869000.0,5.75
Daniel_Hamilton_2017,G-F,Daniel-Hamilton,195,6-7,22.0,6.0,0.0,4.7,0.455,0.3,0.4,0.8,0.0,0.768,0.0,0.0,0.8,1.3,0.2,0.0,0.3,2.0,19.9,0.545,2017,Daniel Hamilton,0.08763466137870486,1.4890647847922334,1313000.0,1339000.0,99093000.0,101869000.0,6.583333333333333
Alfonzo_McKinnie_2017,F,Alfonzo-McKinnie,215,6-7,25.0,14.0,0.0,3.8,0.533,0.2,0.333,0.6,0.1,0.667,0.2,0.1,0.5,0.1,0.1,0.1,0.2,1.5,16.0,0.643,2017,Alfonzo McKinnie,0.9252575319144642,1.4890647847922334,1313000.0,1339000.0,99093000.0,101869000.0,6.583333333333333
Cole_Aldrich_2017,C,Cole-Aldrich,250,6-11,29.0,21.0,0.0,2.3,0.333,0.0,0.0,0.0,0.1,0.333,0.3,0.1,0.7,0.1,0.1,0.0,0.0,0.6,16.8,0.34,2017,Cole Aldrich,8.281333696628419,2.2070305981211162,1313000.0,1339000.0,99093000.0,101869000.0,6.916666666666667
Luol_Deng_2017,F,Luol-Deng,237,6-9,32.0,1.0,1.0,13.0,0.5,0.0,0.0,0.0,0.0,0.768,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,9.8,0.5,2017,Luol Deng,19.500839211649662,18.48162346696247,1313000.0,1339000.0,99093000.0,101869000.0,6.75
Georges_Niang_2017,F,Georges-Niang,230,6-7,24.0,9.0,0.0,3.6,0.364,0.0,0.0,0.4,0.1,0.5,0.2,0.3,1.0,0.3,0.2,0.0,0.3,1.0,20.9,0.379,2017,Georges Niang,0.2010775887297791,1.6691783448742994,1313000.0,1339000.0,99093000.0,101869000.0,6.583333333333333
Georgios_Papagiannis_2017,C,Georgios-Papagiannis,240,7-1,20.0,17.0,0.0,7.2,0.429,0.0,0.0,0.0,0.0,0.768,0.0,0.8,2.2,0.5,0.2,0.4,0.5,2.1,18.4,0.429,2017,Georgios Papagiannis,2.8210499369077535,2.6489664050888884,1313000.0,1339000.0,99093000.0,101869000.0,7.083333333333333
Kyle_Singler_2017,F,Kyle-Singler,228,6-8,29.0,12.0,0.0,4.9,0.333,0.2,0.4,0.4,0.6,0.538,1.1,0.1,0.8,0.2,0.1,0.0,0.3,1.9,21.6,0.43,2017,Kyle Singler,5.293814204837879,1.8377204435304166,1313000.0,1339000.0,99093000.0,101869000.0,6.666666666666667
Udonis_Haslem_2017,F-C,Udonis-Haslem,235,6-8,37.0,14.0,0.0,5.1,0.2,0.1,0.125,0.6,0.1,0.5,0.1,0.2,0.7,0.4,0.0,0.1,0.1,0.6,11.1,0.252,2017,Udonis Haslem,2.6416909966193374,2.6416909287221824,1313000.0,1339000.0,99093000.0,101869000.0,6.666666666666667
Abdel_Nader_2017,F,Abdel-Nader,225,6-5,24.0,48.0,1.0,10.9,0.336,0.5,0.354,1.4,0.5,0.59,0.8,0.3,1.5,0.5,0.3,0.2,0.7,3.0,17.1,0.439,2017,Abdel Nader,1.3242567271351156,1.5209111328078218,1313000.0,1339000.0,99093000.0,101869000.0,6.416666666666667
Avery_Bradley_2017,G,Avery-Bradley,180,6-3,27.0,46.0,46.0,31.2,0.414,1.6,0.369,4.4,1.4,0.768,1.8,0.5,2.5,2.0,1.1,0.2,2.2,14.3,23.5,0.496,2017,Avery Bradley,9.99317499163412,13.242183588726698,1313000.0,1339000.0,99093000.0,101869000.0,6.25
Derrick_Rose_2017,G,Derrick-Rose,200,6-2,29.0,25.0,7.0,16.8,0.435,0.3,0.233,1.2,1.6,0.87,1.8,0.5,1.4,1.5,0.3,0.2,1.4,8.4,25.4,0.507,2017,Derrick Rose,2.8740629512881837,2.4015362047335307,1313000.0,1339000.0,99093000.0,101869000.0,6.166666666666667
Kevin_Durant_2018,F-G,Kevin-Durant,240,6-10,30.0,78.0,78.0,34.6,0.521,1.8,0.353,5.0,5.7,0.885,6.5,0.4,6.4,5.9,0.7,1.1,2.9,26.0,29.0,0.631,2018,Kevin Durant,33.105458971816745,38.3149018325087,1339000.0,1446000.0,101869000.0,109140000.0,6.833333333333333
Nikola_Vucevic_2018,C,Nikola-Vucevic,260,6-10,28.0,80.0,80.0,31.4,0.518,1.1,0.364,2.9,2.2,0.789,2.8,2.8,12.0,3.8,1.0,1.1,2.0,20.8,28.0,0.573,2018,Nikola Vucevic,14.069820063022116,28.839948689756277,1339000.0,1446000.0,101869000.0,109140000.0,6.833333333333333
Kawhi_Leonard_2018,F,Kawhi-Leonard,225,6-7,27.0,60.0,60.0,34.0,0.496,1.9,0.371,5.0,6.1,0.854,7.1,1.3,7.3,3.3,1.8,0.4,2.0,26.6,30.3,0.606,2018,Kawhi Leonard,25.506725454495477,33.7242,1339000.0,1446000.0,101869000.0,109140000.0,6.583333333333333
Kyrie_Irving_2018,G,Kyrie-Irving,195,6-2,26.0,67.0,67.0,33.0,0.487,2.6,0.401,6.5,3.2,0.873,3.7,1.1,5.0,6.9,1.5,0.5,2.6,23.8,29.6,0.592,2018,Kyrie Irving,22.17976256020968,32.6942018325087,1339000.0,1446000.0,101869000.0,109140000.0,6.166666666666667
Jimmy_Butler_2018,F-G,Jimmy-Butler,230,6-7,29.0,65.0,65.0,33.6,0.462,1.0,0.347,3.0,4.8,0.855,5.6,1.9,5.3,4.0,1.9,0.6,1.5,18.7,22.3,0.571,2018,Jimmy Butler,21.895538952753046,33.7242,1339000.0,1446000.0,101869000.0,109140000.0,6.583333333333333
Al_Horford_2018,C-F,Al-Horford,240,6-9,32.0,68.0,68.0,29.0,0.535,1.1,0.36,3.0,1.1,0.821,1.4,1.8,6.7,4.2,0.9,1.3,1.5,13.6,18.9,0.605,2018,Al Horford,31.92327406708616,28.839948689756277,1339000.0,1446000.0,101869000.0,109140000.0,6.75
Kemba_Walker_2018,G,Kemba-Walker,184,6-0,28.0,82.0,82.0,34.9,0.434,3.2,0.356,8.9,4.6,0.844,5.5,0.6,4.4,5.9,1.2,0.4,2.6,25.6,31.5,0.558,2018,Kemba Walker,13.242183588726698,33.7242,1339000.0,1446000.0,101869000.0,109140000.0,6.0
Tobias_Harris_2018,F,Tobias-Harris,226,6-8,26.0,82.0,82.0,34.7,0.487,1.9,0.397,4.8,3.2,0.866,3.7,0.8,7.9,2.8,0.6,0.5,1.8,20.0,22.8,0.592,2018,Tobias Harris,16.33202642609626,33.7242,1339000.0,1446000.0,101869000.0,109140000.0,6.666666666666667
DeAndre_Jordan_2018,C,DeAndre-Jordan,265,6-11,30.0,69.0,69.0,29.7,0.641,0.0,0.0,0.0,2.7,0.705,3.8,3.3,13.1,2.3,0.6,1.1,2.2,11.0,15.0,0.674,2018,DeAndre Jordan,25.267410505649416,10.17802783188565,1339000.0,1446000.0,101869000.0,109140000.0,6.916666666666667
Thaddeus_Young_2018,F,Thaddeus-Young,235,6-8,30.0,81.0,81.0,30.7,0.527,0.6,0.349,1.8,1.1,0.644,1.7,2.4,6.5,2.5,1.5,0.4,1.5,12.6,18.0,0.569,2018,Thaddeus Young,15.18883423445798,13.286976360637713,1339000.0,1446000.0,101869000.0,109140000.0,6.666666666666667
Bojan_Bogdanovic_2018,G-F,Bojan-Bogdanovic,226,6-7,29.0,81.0,81.0,31.8,0.497,2.0,0.425,4.8,3.0,0.807,3.8,0.4,4.1,2.0,0.9,0.0,1.7,18.0,22.4,0.613,2018,Bojan Bogdanovic,11.58691064013586,17.509968847352024,1339000.0,1446000.0,101869000.0,109140000.0,6.583333333333333
Willie_Cauley-Stein_2018,F-C,Willie-Cauley-Stein,240,7-0,25.0,81.0,81.0,27.3,0.556,0.0,0.5,0.0,1.7,0.551,3.1,2.2,8.4,2.4,1.2,0.6,1.0,11.9,17.5,0.566,2018,Willie Cauley-Stein,5.183072316759761,2.2428034997434487,1339000.0,1446000.0,101869000.0,109140000.0,7.0
Brook_Lopez_2018,C,Brook-Lopez,282,7-0,30.0,81.0,81.0,28.7,0.452,2.3,0.365,6.3,1.4,0.842,1.6,0.4,4.9,1.2,0.6,2.2,1.0,12.5,16.7,0.597,2018,Brook Lopez,3.7320887414228077,12.455792559428257,1339000.0,1446000.0,101869000.0,109140000.0,7.0
Malcolm_Brogdon_2018,G,Malcolm-Brogdon,229,6-5,26.0,64.0,64.0,28.6,0.505,1.6,0.426,3.8,2.2,0.928,2.4,1.0,4.5,3.2,0.7,0.2,1.4,15.6,20.7,0.614,2018,Malcolm Brogdon,1.7048770647989082,20.599963349825913,1339000.0,1446000.0,101869000.0,109140000.0,6.416666666666667
Khris_Middleton_2018,F-G,Khris-Middleton,222,6-7,27.0,77.0,77.0,31.1,0.441,2.3,0.378,6.2,2.8,0.837,3.4,0.6,6.0,4.3,1.0,0.1,2.3,18.3,25.1,0.558,2018,Khris Middleton,14.345698887787256,31.521495358915153,1339000.0,1446000.0,101869000.0,109140000.0,6.583333333333333
Julius_Randle_2018,F-C,Julius-Randle,250,6-8,24.0,73.0,49.0,30.6,0.524,0.9,0.344,2.7,4.9,0.731,6.7,2.2,8.7,3.1,0.7,0.6,2.8,21.4,27.8,0.6,2018,Julius Randle,9.535475699182284,18.539967014843324,1339000.0,1446000.0,101869000.0,109140000.0,6.666666666666667
Kevon_Looney_2018,F-C,Kevon-Looney,222,6-9,22.0,80.0,24.0,18.5,0.625,0.0,0.1,0.1,0.8,0.619,1.3,2.4,5.2,1.5,0.6,0.7,0.6,6.3,12.8,0.636,2018,Kevon Looney,1.729216198234988,4.598206399157046,1339000.0,1446000.0,101869000.0,109140000.0,6.75
Danny_Green_2018,G-F,Danny-Green,215,6-6,31.0,80.0,80.0,27.7,0.465,2.5,0.455,5.4,0.5,0.841,0.6,0.8,4.0,1.6,0.9,0.7,0.9,10.3,14.1,0.632,2018,Danny Green,11.035152990605582,15.07314459279824,1339000.0,1446000.0,101869000.0,109140000.0,6.5
JaVale_McGee_2018,C,JaVale-McGee,270,7-0,31.0,75.0,62.0,22.3,0.624,0.0,0.083,0.2,1.3,0.632,2.0,2.6,7.5,0.7,0.6,2.0,1.4,12.0,20.2,0.634,2018,JaVale McGee,2.6416909287221824,4.119992669965183,1339000.0,1446000.0,101869000.0,109140000.0,7.0
JJ_Redick_2018,G,JJ-Redick,200,6-3,34.0,76.0,63.0,31.3,0.44,3.2,0.397,8.0,3.0,0.894,3.4,0.3,2.4,2.7,0.4,0.2,1.3,18.1,21.9,0.602,2018,JJ Redick,13.518062413491837,13.89086428623786,1339000.0,1446000.0,101869000.0,109140000.0,6.25
Al-Farouq_Aminu_2018,F,Al-Farouq-Aminu,220,6-8,28.0,81.0,81.0,28.3,0.433,1.2,0.343,3.5,1.9,0.867,2.1,1.4,7.5,1.3,0.8,0.4,0.9,9.4,13.7,0.568,2018,Al-Farouq Aminu,7.6772718046707045,9.535723034634415,1339000.0,1446000.0,101869000.0,109140000.0,6.666666666666667
Ed_Davis_2018,F,Ed-Davis,218,6-9,29.0,81.0,1.0,17.9,0.616,0.0,0.0,0.0,1.2,0.617,2.0,2.7,8.6,0.8,0.4,0.4,0.8,5.8,12.7,0.632,2018,Ed Davis,4.909539565520423,4.910001264431006,1339000.0,1446000.0,101869000.0,109140000.0,6.75
Thomas_Bryant_2018,C,Thomas-Bryant,248,6-10,21.0,72.0,53.0,20.8,0.616,0.5,0.333,1.4,1.5,0.781,1.9,1.6,6.3,1.3,0.3,0.9,0.8,10.5,17.6,0.674,2018,Thomas Bryant,1.5209111328078218,8.239985339930366,1339000.0,1446000.0,101869000.0,109140000.0,6.833333333333333
Jeremy_Lamb_2018,G-F,Jeremy-Lamb,180,6-5,26.0,79.0,55.0,28.5,0.44,1.5,0.348,4.2,2.9,0.888,3.3,0.8,5.5,2.2,1.1,0.4,1.0,15.3,22.5,0.552,2018,Jeremy Lamb,7.724607093423907,10.814980758658603,1339000.0,1446000.0,101869000.0,109140000.0,6.416666666666667
Klay_Thompson_2018,G-F,Klay-Thompson,215,6-6,28.0,78.0,78.0,34.0,0.467,3.1,0.402,7.7,1.7,0.816,2.0,0.5,3.8,2.4,1.1,0.6,1.5,21.5,25.6,0.571,2018,Klay Thompson,20.954348547153696,33.7242,1339000.0,1446000.0,101869000.0,109140000.0,6.5
Taj_Gibson_2018,F,Taj-Gibson,232,6-9,33.0,70.0,57.0,24.1,0.566,0.2,0.324,0.5,1.9,0.757,2.5,2.5,6.5,1.2,0.8,0.6,1.0,10.8,17.2,0.612,2018,Taj Gibson,15.449214186847813,9.269983507421662,1339000.0,1446000.0,101869000.0,109140000.0,6.75
D'Angelo_Russell_2018,G,D'Angelo-Russell,193,6-4,22.0,81.0,81.0,30.2,0.434,2.9,0.369,7.8,2.0,0.78,2.5,0.7,3.9,7.0,1.2,0.2,3.1,21.1,31.9,0.533,2018,D'Angelo Russell,7.746344137784803,28.1035,1339000.0,1446000.0,101869000.0,109140000.0,6.333333333333333
Patrick_Beverley_2018,G,Patrick-Beverley,180,6-1,30.0,78.0,49.0,27.4,0.407,1.4,0.397,3.6,1.2,0.78,1.6,1.0,5.0,3.8,0.9,0.6,1.1,7.6,12.2,0.561,2018,Patrick Beverley,5.547402306805799,12.716027776433938,1339000.0,1446000.0,101869000.0,109140000.0,6.083333333333333
Tomas_Satoransky_2018,G,Tomas-Satoransky,210,6-7,27.0,80.0,54.0,27.1,0.485,0.8,0.395,2.0,1.6,0.819,2.0,1.0,3.5,5.0,1.0,0.2,1.5,8.9,14.1,0.59,2018,Tomas Satoransky,3.453105728121411,10.299981674912956,1339000.0,1446000.0,101869000.0,109140000.0,6.583333333333333
Marcus_Morris_2018,F,Marcus-Morris,218,6-8,29.0,75.0,53.0,27.9,0.447,1.9,0.375,5.2,1.9,0.844,2.3,1.0,6.1,1.5,0.6,0.3,1.2,13.9,20.9,0.568,2018,Marcus Morris,5.9313947324505,15.449972512369433,1339000.0,1446000.0,101869000.0,109140000.0,6.666666666666667
Rudy_Gay_2018,F,Rudy-Gay,250,6-8,32.0,69.0,51.0,26.7,0.504,1.1,0.402,2.7,1.7,0.816,2.1,0.9,6.8,2.6,0.8,0.5,1.7,13.7,22.1,0.583,2018,Rudy Gay,11.13137952468366,14.934973428623787,1339000.0,1446000.0,101869000.0,109140000.0,6.666666666666667
Richaun_Holmes_2018,F-C,Richaun-Holmes,235,6-10,25.0,70.0,4.0,16.9,0.608,0.0,0.0,0.0,1.8,0.731,2.5,1.6,4.7,0.9,0.6,1.1,0.7,8.2,17.9,0.647,2018,Richaun Holmes,1.7661983064524045,4.910001264431006,1339000.0,1446000.0,101869000.0,109140000.0,6.833333333333333
Nerlens_Noel_2018,C-F,Nerlens-Noel,220,6-11,24.0,77.0,2.0,13.7,0.587,0.0,0.0,0.0,0.7,0.684,1.0,1.6,4.2,0.6,0.9,1.2,0.6,4.9,13.8,0.608,2018,Nerlens Noel,1.9393497885126976,1.9393495596298334,1339000.0,1446000.0,101869000.0,109140000.0,6.916666666666667
Terrence_Ross_2018,F-G,Terrence-Ross,206,6-6,27.0,81.0,0.0,26.5,0.428,2.7,0.383,7.0,1.6,0.875,1.8,0.3,3.5,1.7,0.9,0.4,1.1,15.1,23.9,0.561,2018,Terrence Ross,11.58691064013586,12.874977093641196,1339000.0,1446000.0,101869000.0,109140000.0,6.5
