Name,Player,Rk,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GS/G,G/MaxG,MP_sq,PTS_sq,Market_Val,Current_Sal
charlesbassey,Charles Bassey,31,PF,21,PHI,12,0,9.0,1.7,2.5,0.667,0.0,0.3,0.0,1.7,2.3,0.741,0.667,0.5,0.8,0.667,1.0,2.3,3.3,0.2,0.2,1.0,0.3,1.4,3.8,0.0,0.4,81.0,14.44,3.673942599982772,0.925258
keitabatesdiop,Keita Bates-Diop,32,SF,26,SAS,21,5,14.4,1.5,3.3,0.457,0.1,0.7,0.2,1.4,2.6,0.527,0.479,0.6,0.9,0.667,1.0,2.5,3.5,0.5,0.5,0.3,0.8,0.9,3.8,0.23809523809523808,0.7,207.36,14.44,2.3582222140180855,1.729217
nicolasbatum,Nicolas Batum,33,PF,33,LAC,15,14,26.7,3.3,6.5,0.515,2.1,4.9,0.432,1.2,1.5,0.783,0.68,0.3,0.7,0.5,0.5,4.7,5.2,1.5,1.1,0.8,0.8,1.1,9.1,0.9333333333333333,0.5,712.89,82.80999999999999,8.353546015210371,12.213507
kentbazemore,Kent Bazemore,34,SF,32,LAL,20,13,18.5,1.4,4.4,0.322,0.7,2.3,0.311,0.7,2.1,0.333,0.402,0.5,0.7,0.769,0.3,1.6,1.9,0.8,0.9,0.3,0.4,2.2,4.0,0.65,0.6666666666666666,342.25,16.0,3.7554309660022906,2.401537
dariusbazley,Darius Bazley,35,PF,21,OKC,27,27,27.4,3.2,8.6,0.373,1.0,3.6,0.281,2.2,5.1,0.438,0.431,1.1,1.7,0.63,0.9,5.4,6.3,1.3,0.9,1.1,1.4,1.0,8.5,1.0,0.9,750.7599999999999,72.25,8.089325389476231,2.51304
bradleybeal,Bradley Beal,36,SG,28,WAS,26,26,36.0,8.8,19.7,0.446,1.5,5.5,0.271,7.3,14.1,0.515,0.484,3.6,4.4,0.825,1.0,3.7,4.7,5.8,0.8,0.3,3.4,2.3,22.7,1.0,0.8666666666666667,1296.0,515.29,29.74332825876916,34.50213
malikbeasley,Malik Beasley,37,SG,25,MIN,28,0,25.6,3.9,10.7,0.361,2.6,7.8,0.341,1.2,2.9,0.415,0.485,0.6,0.8,0.739,0.4,2.8,3.2,1.6,0.6,0.2,0.7,1.2,11.0,0.0,0.9333333333333333,655.3600000000001,121.0,9.37716609666428,14.391964
deandrebembry,DeAndre' Bembry,38,SF,27,BRK,26,11,19.6,2.4,4.3,0.568,0.3,0.8,0.409,2.1,3.4,0.607,0.608,0.4,0.8,0.476,0.7,2.5,3.3,1.1,0.9,0.5,0.7,2.3,5.6,0.4230769230769231,0.8666666666666667,384.1600000000001,31.359999999999996,4.047600103713869,1.93935
davisbertans,Davis Bertans,39,PF,29,WAS,19,0,16.5,1.8,5.5,0.333,1.3,4.4,0.298,0.5,1.1,0.476,0.452,1.1,1.2,0.913,0.2,1.6,1.8,0.5,0.4,0.2,0.4,1.7,6.1,0.0,0.6333333333333333,272.25,37.209999999999994,2.4209896404439197,16.0
patrickbeverley,Patrick Beverley,40,PG,33,MIN,20,16,26.1,3.3,7.2,0.458,1.3,3.7,0.342,2.1,3.6,0.577,0.545,0.8,1.2,0.667,1.3,2.8,4.1,4.7,0.9,0.9,1.2,3.0,8.7,0.8,0.6666666666666666,681.21,75.68999999999998,11.265332769467765,14.320988
saddiqbey,Saddiq Bey,41,SF,22,DET,26,26,31.7,4.3,12.6,0.345,1.8,6.1,0.296,2.5,6.5,0.391,0.416,1.4,1.9,0.735,1.8,4.0,5.8,2.3,1.0,0.2,1.4,1.7,11.9,1.0,0.8666666666666667,1004.89,141.61,13.830798888832279,2.82432
khembirch,Khem Birch,42,C,29,TOR,15,3,22.9,2.7,5.3,0.5,0.0,0.4,0.0,2.7,4.9,0.541,0.5,1.6,2.2,0.727,3.2,2.5,5.7,1.3,1.0,0.5,0.6,1.8,6.9,0.2,0.5,524.41,47.61000000000001,5.454698457531913,6.35
gogabitadze,Goga Bitadze,43,C,22,IND,17,0,8.4,0.9,2.9,0.3,0.2,1.5,0.16,0.6,1.5,0.44,0.34,0.6,1.0,0.647,1.1,1.3,2.4,0.2,0.5,0.6,0.4,1.6,2.6,0.0,0.5666666666666667,70.56,6.760000000000001,3.2169043316350656,3.0984
nemanjabjelica,Nemanja Bjelica,44,C,33,GSW,28,0,14.3,2.4,5.0,0.479,1.0,2.5,0.4,1.4,2.5,0.557,0.579,0.8,1.2,0.667,0.9,3.0,3.9,1.6,0.7,0.3,1.1,1.5,6.6,0.0,0.9333333333333333,204.49,43.559999999999995,3.843388005769811,2.089448
ericbledsoe,Eric Bledsoe,45,PG,32,LAC,29,22,26.4,3.5,8.3,0.425,0.9,2.9,0.318,2.6,5.3,0.484,0.481,1.6,2.0,0.763,0.7,3.2,3.8,3.7,1.3,0.4,2.0,1.6,9.5,0.7586206896551724,0.9666666666666667,696.9599999999999,90.25,8.766774450522423,18.125
keljinblevins,Keljin Blevins,46,SF,26,POR,3,0,4.7,0.7,1.3,0.5,0.7,1.0,0.667,0.0,0.3,0.0,0.75,0.0,0.0,0.766,0.0,0.3,0.3,0.3,0.0,0.0,0.7,0.0,2.0,0.0,0.1,22.090000000000003,4.0,0.13612721333303668,
bogdanbogdanovic,Bogdan Bogdanovic,47,SG,29,ATL,20,20,28.2,4.5,10.0,0.447,2.2,5.5,0.391,2.3,4.5,0.517,0.555,0.6,0.7,0.786,0.4,3.2,3.6,2.5,0.7,0.2,0.9,1.9,11.6,1.0,0.6666666666666666,795.24,134.56,12.287911194741017,18.0
bojanbogdanovic,Bojan Bogdanovic,48,PF,32,UTA,27,27,29.7,5.7,12.0,0.474,2.6,6.1,0.422,3.1,5.9,0.528,0.582,3.0,3.2,0.92,0.7,3.0,3.8,1.7,0.5,0.0,1.4,1.4,17.0,1.0,0.9,882.0899999999999,289.0,16.217848307316345,18.7
bolbol,Bol Bol,49,PF,22,DEN,11,0,4.6,0.6,1.5,0.438,0.0,0.3,0.0,0.6,1.2,0.538,0.438,0.1,0.3,0.333,0.2,1.1,1.3,0.4,0.1,0.2,0.0,0.3,1.4,0.0,0.36666666666666664,21.159999999999997,1.9599999999999997,5.979855182062612,2.161152
leandrobolmaro,Leandro Bolmaro,50,SF,21,MIN,17,1,9.2,0.5,1.8,0.267,0.1,0.6,0.1,0.4,1.2,0.35,0.283,0.5,0.5,0.889,0.8,1.1,1.8,0.5,0.3,0.0,0.5,1.1,1.5,0.058823529411764705,0.5666666666666667,84.63999999999999,2.25,3.31753826746699,2.35332
isaacbonga,Isaac Bonga,51,SF,22,TOR,10,0,5.4,0.3,1.2,0.25,0.1,0.3,0.333,0.2,0.9,0.222,0.292,0.4,0.6,0.667,0.4,0.2,0.6,0.3,0.4,0.2,0.1,0.8,1.1,0.0,0.3333333333333333,29.160000000000004,1.2100000000000002,3.3967770055747626,1.729217
devinbooker,Devin Booker,52,SG,25,PHO,21,21,32.2,8.6,18.7,0.458,2.4,5.9,0.403,6.2,12.8,0.483,0.522,3.7,4.3,0.857,0.9,4.0,4.9,4.5,0.9,0.2,2.7,2.3,23.2,1.0,0.7,1036.8400000000001,538.24,27.472508013007637,31.61
brandonbostonjr,Brandon Boston Jr,53,SG,20,LAC,16,0,12.6,1.9,4.9,0.392,0.8,2.2,0.343,1.2,2.8,0.432,0.468,1.1,1.3,0.857,0.1,1.5,1.6,0.4,0.6,0.2,0.7,0.9,5.8,0.0,0.5333333333333333,158.76,33.64,0.9903036374805883,0.925258
chrisboucher,Chris Boucher,54,PF,29,TOR,26,4,15.6,2.8,6.5,0.429,0.5,2.5,0.212,2.2,3.9,0.569,0.47,1.2,1.7,0.721,1.6,2.9,4.5,0.3,0.4,0.9,0.7,1.7,7.3,0.15384615384615385,0.8666666666666667,243.35999999999999,53.29,3.860601024666657,7.009615
jamesbouknight,James Bouknight,55,SG,21,CHO,13,0,7.9,1.4,3.7,0.375,0.7,1.5,0.474,0.7,2.2,0.31,0.469,0.5,0.6,0.875,0.9,0.7,1.6,0.4,0.1,0.0,0.4,0.5,4.0,0.0,0.43333333333333335,62.410000000000004,16.0,2.0280945970595754,4.1544
averybradley,Avery Bradley,56,SG,31,LAL,26,21,23.0,2.2,5.5,0.406,1.3,3.3,0.4,0.9,2.2,0.414,0.524,0.1,0.1,1.0,0.5,2.1,2.5,0.8,0.8,0.2,0.5,1.6,5.8,0.8076923076923077,0.8666666666666667,529.0,33.64,5.778984337443794,2.641691
tonybradley,Tony Bradley,57,C,24,CHI,21,7,12.6,1.6,2.9,0.557,0.0,0.0,0.0,1.6,2.9,0.557,0.557,0.2,0.3,0.714,1.5,3.0,4.5,0.5,0.0,0.6,0.7,1.3,3.5,0.3333333333333333,0.7,158.76,12.25,4.3309370220346,1.789256
ignasbrazdeikis,Ignas Brazdeikis,58,SF,23,ORL,13,0,8.5,0.6,2.4,0.258,0.2,1.4,0.167,0.4,1.0,0.385,0.306,0.4,0.5,0.833,0.4,1.0,1.4,0.5,0.2,0.0,0.2,1.0,1.8,0.0,0.43333333333333335,72.25,3.24,3.4332670707826987,
mikalbridges,Mikal Bridges,59,SF,25,PHO,27,27,34.6,4.9,9.2,0.536,1.3,3.2,0.407,3.6,6.0,0.605,0.607,1.0,1.2,0.875,1.0,3.0,3.9,1.8,1.4,0.5,0.8,2.2,12.2,1.0,0.9,1197.16,148.83999999999997,15.898693037627496,5.557725
milesbridges,Miles Bridges,60,PF,23,CHO,30,30,36.6,7.4,15.7,0.47,2.0,6.1,0.328,5.4,9.6,0.561,0.534,3.1,4.0,0.76,1.3,6.0,7.3,3.6,1.1,0.9,1.9,2.7,19.8,1.0,1.0,1339.5600000000002,392.04,27.473686030401748,5.421493
oshaebrissett,Oshae Brissett,61,SF,23,IND,19,0,15.5,2.1,4.5,0.459,0.8,2.3,0.372,1.2,2.2,0.548,0.553,0.2,0.6,0.273,0.7,2.4,3.1,0.5,0.6,0.2,0.8,1.2,5.1,0.0,0.6333333333333333,240.25,26.009999999999998,1.4329939495441035,1.701593
malcolmbrogdon,Malcolm Brogdon,62,PG,29,IND,25,25,35.3,7.0,15.5,0.448,1.8,5.9,0.313,5.1,9.6,0.531,0.508,4.0,4.6,0.861,0.9,4.6,5.5,6.2,0.9,0.4,2.3,2.2,19.7,1.0,0.8333333333333334,1246.0899999999997,388.09,27.406543813724753,21.7
armonibrooks,Armoni Brooks,63,SG,23,HOU,24,4,16.1,2.3,6.2,0.372,1.7,5.0,0.331,0.6,1.1,0.556,0.507,0.5,0.6,0.867,0.3,1.7,2.0,1.3,0.6,0.2,0.5,1.5,6.8,0.16666666666666666,0.8,259.21000000000004,46.239999999999995,4.893800127680232,1.489065
dillonbrooks,Dillon Brooks,64,SF,26,MEM,15,14,27.8,6.6,15.8,0.418,1.6,4.9,0.324,5.0,10.9,0.46,0.468,3.5,4.0,0.883,0.7,2.9,3.5,2.9,1.2,0.1,2.1,3.4,18.3,0.9333333333333333,0.5,772.84,334.89000000000004,15.135084985494053,12.2
brucebrown,Bruce Brown,65,SF,25,BRK,24,14,22.5,3.0,6.4,0.468,0.3,1.0,0.32,2.7,5.4,0.496,0.494,0.5,0.7,0.765,1.4,2.9,4.3,1.1,1.3,0.4,0.6,2.5,6.9,0.5833333333333334,0.8,506.25,47.61000000000001,5.875854599288386,4.736102
gregbrowniii,Greg Brown III,66,SF,20,POR,11,0,4.6,0.6,1.8,0.35,0.0,0.4,0.0,0.6,1.5,0.438,0.35,0.2,0.6,0.286,0.5,0.8,1.3,0.5,0.2,0.4,0.2,0.6,1.5,0.0,0.36666666666666664,21.159999999999997,2.25,5.51895540181167,0.925258
jaylenbrown,Jaylen Brown,67,SF,25,BOS,14,14,32.6,7.6,16.5,0.463,2.4,6.6,0.37,5.2,9.9,0.525,0.537,3.5,4.5,0.778,0.4,4.7,5.1,2.4,1.1,0.5,2.4,2.6,21.2,1.0,0.4666666666666667,1062.76,449.44,21.237323987188088,24.830357
mosesbrown,Moses Brown,68,C,22,DAL,14,1,6.3,1.0,1.6,0.636,0.0,0.0,0.0,1.0,1.6,0.636,0.636,1.4,2.1,0.69,0.7,1.4,2.1,0.0,0.2,0.4,0.4,1.0,3.4,0.07142857142857142,0.4666666666666667,39.69,11.559999999999999,3.6607091609923206,1.701593
sterlingbrown,Sterling Brown,69,SG,26,DAL,20,0,12.8,1.1,3.1,0.355,0.6,2.0,0.275,0.6,1.1,0.5,0.444,0.2,0.2,1.0,0.7,2.5,3.2,0.8,0.5,0.2,0.7,1.2,3.0,0.0,0.6666666666666666,163.84000000000003,9.0,2.6098178736940487,3.0
troybrownjr,Troy Brown Jr,70,SF,22,CHI,18,1,12.8,1.7,4.1,0.411,0.4,1.7,0.267,1.2,2.4,0.512,0.466,0.6,0.8,0.714,0.4,2.1,2.5,0.8,0.3,0.1,0.4,0.8,4.3,0.05555555555555555,0.6,163.84000000000003,18.49,3.0009288543171504,5.170564
jalenbrunson,Jalen Brunson,71,PG,25,DAL,27,9,29.4,5.9,11.8,0.497,1.0,3.0,0.325,4.9,8.8,0.555,0.538,2.1,2.7,0.77,0.6,3.4,4.0,5.0,0.8,0.0,1.4,1.9,14.8,0.3333333333333333,0.9,864.3599999999999,219.04000000000002,17.069842923982527,1.802057
reggiebullock,Reggie Bullock,72,SF,30,DAL,27,11,23.9,2.1,5.9,0.354,1.2,4.3,0.274,0.9,1.5,0.585,0.456,0.3,0.4,0.727,0.2,2.5,2.7,0.9,0.3,0.1,0.6,1.4,5.6,0.4074074074074074,0.9,571.2099999999999,31.359999999999996,5.581271284186911,9.536
treyburke,Trey Burke,73,PG,29,DAL,16,0,12.7,2.9,6.4,0.461,0.9,2.4,0.395,2.0,4.0,0.5,0.534,0.9,0.9,0.933,0.1,1.0,1.1,1.9,0.4,0.0,0.9,0.8,7.7,0.0,0.5333333333333333,161.29,59.290000000000006,3.1575841563476357,3.333333
alecburks,Alec Burks,74,SG,30,NYK,27,8,25.8,3.5,8.9,0.396,2.0,4.9,0.398,1.6,4.0,0.393,0.506,2.4,3.0,0.825,0.4,3.4,3.7,2.1,1.2,0.3,0.8,2.2,11.4,0.2962962962962963,0.9,665.64,129.96,9.470931237230435,9.536
jaredbutler,Jared Butler,75,SG,21,UTA,17,0,4.3,0.6,1.9,0.344,0.4,1.1,0.316,0.3,0.8,0.385,0.438,0.2,0.4,0.571,0.0,0.7,0.7,0.6,0.1,0.4,0.5,0.9,1.9,0.0,0.5666666666666667,18.49,3.61,4.396176203375125,0.925258
jimmybutler,Jimmy Butler,76,SF,32,MIA,18,18,33.7,7.7,15.2,0.509,0.3,1.7,0.194,7.4,13.4,0.55,0.52,7.1,8.3,0.852,1.6,4.2,5.8,5.2,2.2,0.3,1.9,1.6,22.8,1.0,0.6,1135.6900000000003,519.84,29.082695582767045,36.0162
devontaecacok,Devontae Cacok,77,PF,25,SAS,1,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.766,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.03333333333333333,4.0,4.0,7.250016914835355,
kentaviouscaldwellpope,Kentavious Caldwell-Pope,78,SG,28,WAS,29,29,29.1,3.9,9.4,0.418,2.0,5.2,0.387,1.9,4.2,0.455,0.524,1.2,1.3,0.895,0.6,3.0,3.6,1.7,1.3,0.4,1.2,1.9,11.0,1.0,0.9666666666666667,846.8100000000001,121.0,10.971164195716046,13.038862
facundocampazzo,Facundo Campazzo,79,PG,30,DEN,27,0,20.3,2.0,5.1,0.396,1.2,3.3,0.356,0.9,1.8,0.469,0.511,0.9,1.0,0.857,0.4,1.4,1.8,3.1,1.0,0.3,1.0,1.9,6.1,0.0,0.9,412.09000000000003,37.209999999999994,5.477318794542514,3.80415
vlatkocancar,Vlatko Cancar,80,PF,24,DEN,8,0,7.3,0.8,2.0,0.375,0.5,0.6,0.8,0.3,1.4,0.182,0.5,0.6,0.8,0.833,0.1,1.0,1.1,0.8,0.3,0.1,0.4,0.6,2.6,0.0,0.26666666666666666,53.29,6.760000000000001,0.4689743380578042,1.782621
clintcapela,Clint Capela,81,C,27,ATL,28,28,30.0,5.1,8.9,0.57,0.0,0.0,0.0,5.1,8.9,0.573,0.57,1.2,2.4,0.515,4.0,8.9,12.9,1.4,0.9,1.5,0.6,2.4,11.4,1.0,0.9333333333333333,900.0,129.96,16.464772897712724,17.103448
vernoncareyjr,Vernon Carey Jr,82,C,20,CHO,2,1,6.0,1.5,3.0,0.5,0.0,0.0,0.0,1.5,3.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.5,0.0,0.5,0.0,0.5,0.5,3.5,0.5,0.06666666666666667,36.0,12.25,3.135280876136022,1.517981
jevoncarter,Jevon Carter,83,PG,26,BRK,27,1,11.7,0.8,2.8,0.276,0.7,2.2,0.305,0.1,0.6,0.176,0.395,0.1,0.1,0.75,0.1,1.3,1.5,1.1,0.3,0.3,0.4,1.1,2.3,0.037037037037037035,0.9,136.89,5.289999999999999,4.445481497622975,3.833333
wendellcarterjr,Wendell Carter Jr,84,C,22,ORL,29,29,29.4,5.0,10.0,0.505,1.3,3.9,0.348,3.7,6.1,0.605,0.573,1.5,2.1,0.71,2.2,8.0,10.1,2.6,0.7,0.6,1.5,2.6,12.9,1.0,0.9666666666666667,864.3599999999999,166.41,14.996340806502843,6.920027
alexcaruso,Alex Caruso,85,SG,27,CHI,24,7,28.5,2.8,6.3,0.441,1.0,3.0,0.347,1.8,3.3,0.525,0.523,1.8,2.0,0.857,0.9,2.7,3.6,4.1,2.2,0.4,1.5,2.7,8.4,0.2916666666666667,0.8,812.25,70.56,9.04958773387311,8.604651
williecauleystein,Willie Cauley-Stein,86,C,28,DAL,18,2,9.8,0.9,1.9,0.457,0.1,0.1,0.5,0.8,1.8,0.455,0.471,0.1,0.1,0.5,0.7,1.4,2.1,0.5,0.3,0.2,0.4,0.9,1.9,0.1111111111111111,0.6,96.04000000000002,3.61,2.277889765229384,4.2
justinchampagnie,Justin Champagnie,87,SF,20,TOR,14,0,6.8,0.9,1.9,0.444,0.0,0.5,0.0,0.9,1.4,0.6,0.444,0.5,0.5,1.0,0.9,0.5,1.4,0.1,0.1,0.1,0.0,0.8,2.2,0.0,0.4666666666666667,46.239999999999995,4.840000000000001,4.720338097335047,
chrischiozza,Chris Chiozza,88,PG,26,GSW,11,0,11.3,1.0,2.7,0.367,0.8,2.0,0.409,0.2,0.7,0.25,0.517,0.1,0.1,1.0,0.5,1.0,1.5,1.6,0.5,0.0,0.8,1.4,2.9,0.0,0.36666666666666664,127.69000000000001,8.41,1.7339104053526224,
